new_context,original_context,citation_intent,section
JPEG sıkıştırma algoritmasının uygulanmasında <CITE>'de tarif edilen kodlar referans alınmıştır.,JPEG sıkıştırması için <CITE> 'de verilen kodlar kullanılmıştır.,basis,synthetic-augmentation
"Björklund ve arkadaşları, yükseköğretimde işbirlikçi çabaları ilerletmenin önündeki temel kolaylaştırıcıları ve engelleri tartışmak için Aalto Üniversitesi'nin Tasarım Fabrikası Küresel Ağı'nı derinlemesine incelemişlerdir <CITE> Çalışmaları, esnek kurumsal politikaların, fiziksel disiplinlerarası alanların ve topluluk oluşturmanın kritik önemini vurgulamaktadır.","Björklund ve arkadaşları çalışmalarında, yükseköğretimde işbirlikçi çabaları ilerletmenin önündeki temel kolaylaştırıcılara ve engellere ışık tutmak amacıyla Aalto Üniversitesi'nin yenilikçi platformlardan biri olan Tasarım Fabrikası Küresel Ağı'nı incelemiştir <CITE> Öğrencilerden, personelden ve eğitimcilerden gelen bakış açıları da dahil olmak üzere 17 Tasarım Fabrikası ile yapılan 25 derinlemesine görüşmeye dayanan bulgular, esnekliği teşvik eden kurumsal politikaların, fiziksel bir disiplinlerarası alanı, topluluk oluşturmayı ve bu konudaki üst düzey desteği güvence altına aldığını göstermektedir.",discuss,synthetic-augmentation
"Yapılan bir çalışmada Björklund ve ekibi, Aalto Üniversitesi Tasarım Fabrikası örneği üzerinden yükseköğretimdeki işbirliği dinamiklerini ele almıştır <CITE> Bulgular, esnekliği teşvik eden kurumsal çerçevelerin, fiziksel işbirliği alanlarının ve güçlü bir topluluk hissinin başarı için vazgeçilmez olduğunu tartışmaktadır.","Björklund ve arkadaşları çalışmalarında, yükseköğretimde işbirlikçi çabaları ilerletmenin önündeki temel kolaylaştırıcılara ve engellere ışık tutmak amacıyla Aalto Üniversitesi'nin yenilikçi platformlardan biri olan Tasarım Fabrikası Küresel Ağı'nı incelemiştir <CITE> Öğrencilerden, personelden ve eğitimcilerden gelen bakış açıları da dahil olmak üzere 17 Tasarım Fabrikası ile yapılan 25 derinlemesine görüşmeye dayanan bulgular, esnekliği teşvik eden kurumsal politikaların, fiziksel bir disiplinlerarası alanı, topluluk oluşturmayı ve bu konudaki üst düzey desteği güvence altına aldığını göstermektedir.",discuss,synthetic-augmentation
"Björklund ve ark. çalışmalarında, yükseköğretimde işbirliğinin önündeki kolaylaştırıcıları ve engelleri değerlendirmek amacıyla Tasarım Fabrikası Küresel Ağı'nı analiz etmişlerdir <CITE> Araştırmaları, kurumsal esnekliğin, fiziksel mekanların, topluluk inşasının ve üst düzey desteğin bu tür çabalarda nasıl kilit rol oynadığını detaylandırmaktadır.","Björklund ve arkadaşları çalışmalarında, yükseköğretimde işbirlikçi çabaları ilerletmenin önündeki temel kolaylaştırıcılara ve engellere ışık tutmak amacıyla Aalto Üniversitesi'nin yenilikçi platformlardan biri olan Tasarım Fabrikası Küresel Ağı'nı incelemiştir <CITE> Öğrencilerden, personelden ve eğitimcilerden gelen bakış açıları da dahil olmak üzere 17 Tasarım Fabrikası ile yapılan 25 derinlemesine görüşmeye dayanan bulgular, esnekliği teşvik eden kurumsal politikaların, fiziksel bir disiplinlerarası alanı, topluluk oluşturmayı ve bu konudaki üst düzey desteği güvence altına aldığını göstermektedir.",discuss,synthetic-augmentation
"Yükseköğretimde işbirlikçi platformların etkinliğini inceleyen Björklund ve arkadaşları, Aalto Üniversitesi'nin Tasarım Fabrikası Küresel Ağı deneyimini bir örnek olarak tartışmışlardır <CITE> Elde edilen sonuçlar, esnek kurumsal politikaların, paylaşılan disiplinlerarası fiziksel alanların ve güçlü toplulukların işbirliğini nasıl kolaylaştırdığını gözler önüne sermektedir.","Björklund ve arkadaşları çalışmalarında, yükseköğretimde işbirlikçi çabaları ilerletmenin önündeki temel kolaylaştırıcılara ve engellere ışık tutmak amacıyla Aalto Üniversitesi'nin yenilikçi platformlardan biri olan Tasarım Fabrikası Küresel Ağı'nı incelemiştir <CITE> Öğrencilerden, personelden ve eğitimcilerden gelen bakış açıları da dahil olmak üzere 17 Tasarım Fabrikası ile yapılan 25 derinlemesine görüşmeye dayanan bulgular, esnekliği teşvik eden kurumsal politikaların, fiziksel bir disiplinlerarası alanı, topluluk oluşturmayı ve bu konudaki üst düzey desteği güvence altına aldığını göstermektedir.",discuss,synthetic-augmentation
"Kriter ağırlıklandırması için kullanılan ikili karşılaştırma yöntemi, bu çalışmada temelini <CITE> sağlanan yaklaşımdan almaktadır ve Saaty'nin 9'lu ölçeği esas alınmıştır.","Bu çalışmada kullanılan yöntem, AHP tekniği içinde ilk adım olarak nitelendirilen ""kriter ağırlıklarının belirlenmesi için ikili karşılaştırmalar yöntemi""dir ve bu yöntemde Saaty'nin 9'lu ölçeği kullanılmıştır <CITE> .",basis,synthetic-augmentation
"Araştırmamızda, AHP'nin ilk aşaması olan kriter ağırlıklarının belirlenmesinde <CITE> tarafından önerilen ikili karşılaştırma tekniği ve Saaty'nin 9'lu ölçeği referans alınmıştır.","Bu çalışmada kullanılan yöntem, AHP tekniği içinde ilk adım olarak nitelendirilen ""kriter ağırlıklarının belirlenmesi için ikili karşılaştırmalar yöntemi""dir ve bu yöntemde Saaty'nin 9'lu ölçeği kullanılmıştır <CITE> .",basis,synthetic-augmentation
"Bu çalışmanın metodolojisinde, kriter ağırlıklarını saptamak üzere AHP'nin ikili karşılaştırma adımı <CITE> kaynağında sunulan Saaty'nin 9'lu ölçeği ile birlikte uygulanmıştır.","Bu çalışmada kullanılan yöntem, AHP tekniği içinde ilk adım olarak nitelendirilen ""kriter ağırlıklarının belirlenmesi için ikili karşılaştırmalar yöntemi""dir ve bu yöntemde Saaty'nin 9'lu ölçeği kullanılmıştır <CITE> .",basis,synthetic-augmentation
"AHP tekniğinin vazgeçilmez bir parçası olan kriter ağırlıklarının ikili karşılaştırmalarla belirlenmesi, Saaty'nin 9'lu ölçeğini temel alan <CITE> çalışmasına dayanmaktadır.","Bu çalışmada kullanılan yöntem, AHP tekniği içinde ilk adım olarak nitelendirilen ""kriter ağırlıklarının belirlenmesi için ikili karşılaştırmalar yöntemi""dir ve bu yöntemde Saaty'nin 9'lu ölçeği kullanılmıştır <CITE> .",basis,synthetic-augmentation
"ESA ve tekrarlayan sinir ağlarının entegrasyonuyla, <CITE> beyaz kan hücrelerini sınıflandırmak için bir yaklaşım ortaya koydu.",<CITE> beyaz kan hücresi sınıflandırması için ESA ve tekrarlayan sinir ağını birleştirerek bir yöntem geliştirdi.,discuss,synthetic-augmentation
"<CITE>, beyaz kan hücrelerinin sınıflandırılmasına yönelik, ESA ve tekrarlayan sinir ağlarını kullanan hibrit bir yöntem tasvir etmektedir.",<CITE> beyaz kan hücresi sınıflandırması için ESA ve tekrarlayan sinir ağını birleştirerek bir yöntem geliştirdi.,discuss,synthetic-augmentation
"Beyaz kan hücresi kategorizasyonu için <CITE>, ESA ve tekrarlayan sinir ağlarını bir araya getiren bir strateji önerdi.",<CITE> beyaz kan hücresi sınıflandırması için ESA ve tekrarlayan sinir ağını birleştirerek bir yöntem geliştirdi.,discuss,synthetic-augmentation
"Birleşik bir ESA ve tekrarlayan sinir ağı modeli aracılığıyla, <CITE> beyaz kan hücrelerinin etkili sınıflandırılmasına yönelik bir metodoloji sundu.",<CITE> beyaz kan hücresi sınıflandırması için ESA ve tekrarlayan sinir ağını birleştirerek bir yöntem geliştirdi.,discuss,synthetic-augmentation
1. <CITE> araştırmalarında hem ESA'yı hem de destek vektör makinelerini efektif bir şekilde kullanmıştır.,<CITE> yaptıkları çalışmada hem ESA hem de destek vektör makinelerini kullanmışlardır.,discuss,synthetic-augmentation
2. ESA ve destek vektör makinelerinin birleşimine <CITE>'ın çalışmasında başvurulmuştur.,<CITE> yaptıkları çalışmada hem ESA hem de destek vektör makinelerini kullanmışlardır.,discuss,synthetic-augmentation
"3. <CITE>'ın yaptığı incelemede, hem ESA hem de destek vektör makineleri kullanılarak bir yaklaşım sergilenmiştir.",<CITE> yaptıkları çalışmada hem ESA hem de destek vektör makinelerini kullanmışlardır.,discuss,synthetic-augmentation
4. <CITE> çalışmalarında hem ESA'dan hem de destek vektör makinelerinden faydalanmıştır.,<CITE> yaptıkları çalışmada hem ESA hem de destek vektör makinelerini kullanmışlardır.,discuss,synthetic-augmentation
"Girdi verileri çıktı katmanına dahil edilerek, geçmiş katmanlardaki bilgilerin ileri katmanlara daha verimli bir şekilde aktarılması sağlanmaktadır <CITE> .",Böylece çıktı katmanına girdi verileri eklenerek geçmiş katmana ait verilerin ileri katmanlara etkin bir şekilde iletilmesi amaçlanmaktadır <CITE> .,basis,synthetic-augmentation
"Önceki katmanlardan gelen verilerin sonraki katmanlara etkin bir şekilde aktarımını güçlendirmek amacıyla, girdi bilgileri çıktı katmanında birleştirilir <CITE> .",Böylece çıktı katmanına girdi verileri eklenerek geçmiş katmana ait verilerin ileri katmanlara etkin bir şekilde iletilmesi amaçlanmaktadır <CITE> .,basis,synthetic-augmentation
"Bu mekanizma, girdi verilerinin çıkış katmanına entegre edilmesiyle, geçmiş aşamalardaki bilgilerin ileri aşamalara kesintisiz iletimini amaçlamaktadır <CITE> .",Böylece çıktı katmanına girdi verileri eklenerek geçmiş katmana ait verilerin ileri katmanlara etkin bir şekilde iletilmesi amaçlanmaktadır <CITE> .,basis,synthetic-augmentation
"Geçmiş katman verilerinin ileri katmanlara başarılı bir şekilde taşınması için, giriş verilerinin çıktı katmanına eklenmesi temel bir yaklaşımdır <CITE> .",Böylece çıktı katmanına girdi verileri eklenerek geçmiş katmana ait verilerin ileri katmanlara etkin bir şekilde iletilmesi amaçlanmaktadır <CITE> .,basis,synthetic-augmentation
"Kanal bazlı bir dikkat mekanizması olan Sıkma-Uyarma (SU) bloğu <CITE> , ağın bilgilendirici özellikleri seçerek öğrenmesini ve yararsız olanları elemesini sağlayan bir yapı olarak tanımlanmıştır.","Sıkma-Uyarma (SU) bloğu <CITE> , ağın bilgilendirici özellikleri seçerek öğrenebildiği ve yararsız olanları kaldırabildiği, kanal bazlı bir dikkat mekanizmasıdır.",basis,synthetic-augmentation
Ağın bilgilendirici özellikleri seçerek öğrenebildiği ve faydasız olanları kaldırabildiği kanal bazlı bir dikkat mekanizması olan Sıkma-Uyarma (SU) bloğu <CITE> tarafından önerilmiştir.,"Sıkma-Uyarma (SU) bloğu <CITE> , ağın bilgilendirici özellikleri seçerek öğrenebildiği ve yararsız olanları kaldırabildiği, kanal bazlı bir dikkat mekanizmasıdır.",basis,synthetic-augmentation
"Sıkma-Uyarma (SU) bloğu, <CITE> tarafından ortaya konulduğu üzere, ağların kanal bazında dikkat mekanizmaları kullanarak bilgilendirici nitelikleri öğrenip gereksiz olanları filtrelemesini sağlayan bir temel oluşturur.","Sıkma-Uyarma (SU) bloğu <CITE> , ağın bilgilendirici özellikleri seçerek öğrenebildiği ve yararsız olanları kaldırabildiği, kanal bazlı bir dikkat mekanizmasıdır.",basis,synthetic-augmentation
"Sıkma-Uyarma (SU) bloğunun tanımı <CITE> tarafından yapılmıştır: Ağın bilgilendirici özellikleri seçerek öğrenebildiği ve yararsız olanları kaldırabildiği, kanal bazlı bir dikkat mekanizmasıdır.","Sıkma-Uyarma (SU) bloğu <CITE> , ağın bilgilendirici özellikleri seçerek öğrenebildiği ve yararsız olanları kaldırabildiği, kanal bazlı bir dikkat mekanizmasıdır.",basis,synthetic-augmentation
"Bu yaklaşıma göre, sıkma işlemi, alt katmanların küresel bilgiyi kullanabilmesi için küresel bir alıcı alan sağlar <CITE>.","Sıkma işleminin amacı, küresel bir alıcı alana sahip olmaktır, böylece ağın alt katmanları da küresel bilgiyi kullanabilir <CITE> .",basis,synthetic-augmentation
"Ağın alt katmanlarına küresel bilgi erişimini sağlamak amacıyla, sıkma işlemi küresel alıcı alan oluşturur <CITE>.","Sıkma işleminin amacı, küresel bir alıcı alana sahip olmaktır, böylece ağın alt katmanları da küresel bilgiyi kullanabilir <CITE> .",basis,synthetic-augmentation
"Sıkma işlemi sayesinde, küresel bir alıcı alan elde edilir ve bu da ağın alt katmanlarının küresel verilerden faydalanmasına olanak tanır <CITE>.","Sıkma işleminin amacı, küresel bir alıcı alana sahip olmaktır, böylece ağın alt katmanları da küresel bilgiyi kullanabilir <CITE> .",basis,synthetic-augmentation
"Ağın alt katmanlarının küresel bilgiden yararlanabilmesi, sıkma işleminin küresel bir alıcı alan oluşturmasına dayanır <CITE>.","Sıkma işleminin amacı, küresel bir alıcı alana sahip olmaktır, böylece ağın alt katmanları da küresel bilgiyi kullanabilir <CITE> .",basis,synthetic-augmentation
"Özellik kanalları arasındaki karşılıklı bağımlılık, her bir kanalın ağırlığını belirlemek üzere parametrelerin öğrenildiği bir yöntemle <CITE> tarafından modellenmiştir.","Bu işlemin amacı, her bir özellik kanalının ağırlığını oluşturmak için parametreleri öğrenerek özellik kanalları arasındaki karşılıklı bağımlılığı modellemektir <CITE> .",basis,synthetic-augmentation
Her bir özellik kanalının ağırlığını oluşturan parametrelerin öğrenilmesi yoluyla kanallar arası karşılıklı bağımlılığı modelleme yaklaşımı <CITE> tarafından temellendirilmiştir.,"Bu işlemin amacı, her bir özellik kanalının ağırlığını oluşturmak için parametreleri öğrenerek özellik kanalları arasındaki karşılıklı bağımlılığı modellemektir <CITE> .",basis,synthetic-augmentation
"Özellik kanalları arasındaki karşılıklı bağımlılığı, her bir kanalın ağırlığını belirlemek için parametrelerin öğrenilmesi prensibiyle modelleme, <CITE> çalışmasında temel alınmıştır.","Bu işlemin amacı, her bir özellik kanalının ağırlığını oluşturmak için parametreleri öğrenerek özellik kanalları arasındaki karşılıklı bağımlılığı modellemektir <CITE> .",basis,synthetic-augmentation
"Bu işlemin temelini, özellik kanalları arasındaki karşılıklı bağımlılığı modellemek ve her bir özellik kanalının ağırlığını oluşturmak üzere parametreleri öğrenmek oluşturmaktadır <CITE>.","Bu işlemin amacı, her bir özellik kanalının ağırlığını oluşturmak için parametreleri öğrenerek özellik kanalları arasındaki karşılıklı bağımlılığı modellemektir <CITE> .",basis,synthetic-augmentation
"Bu yönteme göre, normalleştirilmiş ağırlıklar, bir ölçekleme işlemi aracılığıyla her bir kanal özelliği için yeniden ağırlıklandırılır <CITE> .","Son olarak, normalleştirilmiş ağırlıklar, ölçek işlemiyle her bir kanal özelliği için yeniden ağırlıklandırılır <CITE> .",basis,synthetic-augmentation
