"citation_context",citation_intent
" Rastgele Orman: Rastgele Orman Leo Breiman [15] tarafından geliştirilen ve birden fazla karar ağacının birleştirilmesiyle sınıflandırma başarısı yükseltmeyi amaçlayan bir makine öğrenmesi algoritmasıdır.",basis
"Bilişim teknolojisinin etkin kullanımı ile ilgili yapılan araştırmalarda, sistem uyarlandıktan üç yıl sonra projenin durdurulması ya da beklenen getirilerin çok altında getiri getirmesi şeklinde ifade edilebilecek başarısızlıkların %60 oranında olduğu belirtilmektedir (Hochstrasser, 1993) .",background
"İkinci neden ise; günümüzün karar verme süreçlerinde, yeni yapılacak BT yatırımlarını değerlendirmede uygun olmayan muhasebe tabanlı yöntemlerin kullanılmasıdır (Hochstrasser, 1993) .",background
"Gerek resmi araştırmalar, gerekse informal çalışma grupları tarafından ortaya konan raporlar, bu bulguyu destekler niteliktedir (Hochstrasser ve Griffiths, 1990 .",support
"Bilişim teknolojisi, işletmelerde karar alan yöneticilere gerekli bilgiyi sağlamak suretiyle işletme süreçlerinin işleyişini sağlayan teknoloji uygulamalarıdır (Daniels, 1994) .",background
"Yeni yapılacak bilişim teknolojisi yatırımlarının değerlendirilmesi, üst düzey yöneticiler için çok önemlidir, çünkü BT'ye ayrılan maddi kaynaklar tüm kaynaklar içinde büyük bir yüzdeye sahiptir ve bu yüzde gün geçtikçe daha da büyümektedir (Hallikainen vd., 1998 .",background
"Ayrıca bu yatırımların işletme performansı üzerindeki stratejik etkisi de önemini artırmaktadır (Lubbe, 1998) .",background
"İşletmeler bilişim sistemlerinden elde edebilecekleri en yüksek performansa ulaşmak istiyorlarsa, hangi uygulamanın işletme performansına en fazla katkıyı yapacağının değerlendirmesini muhakkak yapmak zorundadırlar (Ragowsky vd., 2000) .",background
"Dolayısıyla, BT ile ilgilenen bir çok profesyonel ve araştırmacı, Bilişim Sistemleri (BS) değerlendirmesinin temel yönetim konularından biri haline geldiğini düşünmektedir (Lubbe ve Remenyi, 1999) .",background
"Literatürde bu konu ile ilgili rastlanabilecek iki temel araştırma konusundan ilki stratejik bilişim sistemlerinin planlaması iken, ikincisi de BT yatırımlarını değerlendirmek için kullanılacak tekniklerdir (Lubbe ve Remenyi, 1999) .",background
"A.B.D., Hollanda ve Finlandiya'da yapılan araştırmalar da, bu problemin sadece bir ülkeye özgü olmadığını kanıtlamaktadır (Hallikainen vd., 1998) .",background
"Yapılan ampirik çalışmalara göre işletmeler, BS yatırım önerilerini değerlendirmekte güçlükler çekmektedir (Tam, 1992; .",background
"Böyle bir durumda sadece kolayca ölçülebilen faydalar işin içine katılır ve bu da BT'ye gereğinden az veya fazla yatırım yapılması sonucunu doğurur (Peffers ve Saarinen, 1993) .",background
"Çok sayıda işletme, değerlendirme sürecini kafa karıştırıcı bulmakta ve anlamlı bir değerlendirmenin neleri içermesi gerektiği konusunda bir fikir birliği bulunmamaktadır (Small ve Chen, 1995) .",background
"Bunun bir sebebi, yeni bir bilişim sisteminden beklenen faydaların, sistem maliyetlerinden daha zor hesaplanması olabilir (Yourdan, 1989) .",background
"BT yatırım değerlendirmesinin yeterli bir şekilde yapılmaması, BT için kullanılan büyük paralar yüzünden şirketi sarsacak bir etki doğurabilir (Hallikainen vd., 1998) .",background
"BT yatırımlarının değerlendirilmesinde işletmeler tarafından kullanılan yöntemlere bakıldığında, fayda maliyet analizinin farklı biçimleri ve finansal yöntemler uygulayıcılar tarafından en fazla tercih edilenleridir (Cronk ve Fitzgerald, 1999) .",background
"Sonuçta, finansal değerlendirme yöntemleri olarak adlandırılan geleneksel yatırım değerlendirme yöntemlerinin, bilişim teknolojisi yatırımlarını değerlendirmek için tek başlarına kullanılmaları yetersiz kalır , Grantham, 1995 .",background
"BT yatırımlarını birbirinden ayıran özellikler vardır ve bu özellikler göz önüne alınarak şirke-te, yatırıma ve duruma uygun yöntemin seçilmesi gereklidir (Farbey vd., 1994) .",background
"Bugüne kadar yapılmış bilimsel yayınlara bakıldığında, değerlendirme yöntemlerini farklı bakış açılarına göre gruplayan yayınlara rastlanmakla beraber farklı BT yatırımları için uygun değerlendirme yöntemlerini öneren sadece Farbey ve arkadaşları olmuştur (Farbey vd., 1992) .",background
"Bu kadar çok değerlendirme yaklaşımının var olması, uygulamacıların hangi yöntemi kullanacakları konusunda etkin karar vermesini güçleştirmektedir (Cronk ve Fitzgerald, 1996) .",background
"Ayrıca her biri farklı karmaşıklık düzeyindedir (Cronk ve Fitzgerald, 1999) .",background
"Daha önceden de bahsedildiği gibi, BT yatırım değerlendirme yöntemlerini, belirledikleri kriterlere göre gruplayan tek çalışma Farbey ve diğerlerinin yaptığı çalışmadır (Farbey vd., 1992) .",background
"En ideali ve doğru olanı; yatırımın, işletmenin ve içinde bulunan durumun özelliklerine en uygun değerlendirme yönteminin seçilmesidir (Clemons, 1991",background
"AHP yapısı içinde yer alan özvektör yöntemi, göreli ağırlıkları tespit etmek için kullanılan yöntemler içinde en çok kullanılanlardan birisidir (Ta ve Har, 2000) .",background
"Bu çalışmada kullanılan yöntem, AHP tekniği içinde ilk adım olarak nitelendirilen "kriter ağırlıklarının belirlenmesi için ikili karşılaştırmalar yöntemi"dir ve bu yöntemde Saaty'nin 9'lu ölçeği kullanılmıştır (Saaty ve Vargas, 1994) .",basis
"Meta Group tarafından çeşitli boyutlardan 63 işletmeye yapılan ve ERP’ye sahip olma maliyetini araştıran iki yıl süren bir araştırmaya göre; donanım, yazılım, profesyonel hizmetler, dahili çalışan maliyetleri, yazılımın yüklenmesi ve söz konusu iki yıllık zamandaki bakım maliyetlerini içerecek şekilde şirket başına ortalama ERP maliyeti, 15 milyon Amerikan doları civarındadır (Payne, 2002) .",background
"Yakın zamanda ERP ile ilgili pek çok yayın yapılmış olmasına rağmen, bu kadar yüksek maliyetli bir yazılımın değerlendirilmesi konusunda sınırlı sayıda araştırma mevcuttur (Stefanou, 2001) .",background
"ERP uygulamalarının yaklaşık yarısı, diğer bir araştırmaya göre ise %70'inden fazlası (Al-Mashari, 2000) beklentileri karşılamakta yetersiz kalmıştır.",background
"ERP uygulayan bir çok işletme, stratejileri ile ters düşmüş ve ERP projelerinin çoğunluğunda gecikmeler ve limiti aşan maliyetlerle karşılaşılmıştır (Themistocleous vd., 2001) .",background
"Sadece kullanım kolaylığı, fayda ve son kullanıcıların katılımına dayalı bir şekilde yapılan yazılım seçimleri, ERP gibi günümüzün kritik öneme sahip sistemlerinde yeterli değildir (Montezami vd., 1996) .",background
"Yatırım yönetim süreci üç ana kademeden oluşmalıdır (Stewart ve Mohamed, 2002)",background
"Kanın dört ana bileşeni plazma, kırmızı kan hücreleri (eritrosit), kan pulcukları (trombositler) ve beyaz kan hücreleridir (lökosit) [1] .",background
"Yabancı patojenlerle savaşmaktan ve vücudu bakterilerden, virüslerden, parazitlerden ve diğer mikroorganizmalardan korumaktan sorumludur [2] .",background
"Koronavirüs'e karşı zorlu bir mücadelenin devam ettiği günümüzde, bu tür ölümcül virüslere karşı antikor üretmek oldukça önemli bir görevdir [3] .",background
"Beyaz kan hücreleri, hücrenin boyutu, çekirdeğin şekli, çekirdek loblarının tipi, granüllerin sitoplazma-çekirdek oranı boyama özellikleri ve işlevi gibi çeşitli özelliklere göre beş ana türe ayrılabilmektedir [4] .",background
"En yaygın beş tür ve sağlıklı bir insanın kanında bulunan yüzdelik değerleri şu şekildedir: Nötrofil (%50-70), Monosit (%2-10), Eozinofil (%1-5), Bazofil (%0-1), Lenfositler (%20-45) [5] .",background
"Bu hücre türlerinin görünümleri arasındaki benzerlik nedeniyle insan gözü tarafından sınıflandırılması çok zordur [6] .",background
"Ayrıca hematoloğun deneyimine bağlıydı ve algılamada hatalar getirebilmekteydi [7] .",background
"Bu analizörler, zaman tasarrufuna ve ucuzluğuna rağmen, morfolojik korelasyonların hem güvenilirliği hem de tespiti açısından manuel sınıflandırmadan daha düşük sonuçlar vermektedir [5] .",background
"Kenar tespiti, piksel bazında şablon eşleştirme, gri tonlama kontrastı, Gram-Schmidt ortogonallik süreci ve bulanık sapma ve değiştirilmiş eşikleme teknikleri gibi son yirmi yılda çok sayıda teknik önerilmiştir [8] .",background
"Daha yakın zamanlarda, geleneksel algoritmalardaki sınırlamalar ve hesaplamalı işlem gücündeki artış, araştırmaları kan hücresi sınıflandırması için destek vektör makineleri [9] , bayes sınıflandırıcıları   ve rasgele orman   gibi makine öğrenimi yöntemleri geliştirmeye yöneltti.",background
"Bu yöntemlerin aksine derin öğrenme özellikleri otomatik olarak çıkararak sınıflandırma doğruluğunu arttırmaktadır [12] Bu birlikte kullanım ESA tabanlı yöntemimizin performansını diğer ESA yöntemlerinden daha iyi hale getirmektedir.",background
"Örneğin, Girdhar vd. [1] beyaz kan hücrelerinin sınıflandırılması için ESA tabanlı bir yöntem önerdi.",background
"Liang vd. [13] beyaz kan hücresi sınıflandırması için ESA ve tekrarlayan sinir ağını birleştirerek bir yöntem geliştirdi.",background
"Ekiz vd. [14] yaptıkları çalışmada hem ESA hem de destek vektör makinelerini kullanmışlardır.",background
"Cheuque vd. [15] beyaz kan hücresi sınıflandırması için Faster R-ESA ile MobileNet'in birlikte kullanıldığı iki aşamalı hibrit bir yöntem sunmaktadırlar.",background
"Yao vd. [16] beyaz kan hücresi sınıflandırması için iki modül ağırlıklı optimize edilmiş deforme olabilen evrişimli sinir ağları yöntemini önerdi.",background
"Patil vd. [7] kan hücresi görüntü sınıflandırma görevi için ESA ve LSTM'yi birleştirerek kanonik korelasyon analizi (KKA) tabanlı derin öğrenme mimarisini sunmaktadır.",background
"Khan vd. [17] kan hücrelerinin mikroskobik görüntülerden otomatik olarak tanımlanması için derin öğrenmeye ve transfer öğrenmeye dayalı etkili bir model tanıttı.",background
"Ha vd. [18] beyaz kan hücreleri sınıflandırma görevini yarı denetimli bir şekilde araştırmış ve ince taneli etkileşimli dikkat öğrenimi yaklaşımını önermiştir.",background
"Baghel vd. [19] beyaz kan hücresi sınıflandırması için ESA tabanlı bir yöntem önermiştir.",background
"Kishore vd. [20] parçacık sürüsü optimizasyon algoritması ile optimize edilmiş evrişimli sinir ağı kullanarak beyaz kan hücrelerini sınıflandırmayı önerdi.",background
"Sengür vd. [21] beyaz kan hücresi sınıflandırması için LSTM tabanlı bir yöntem geliştirdi.",background
"Çınar vd. [22] Hibrit Alexnet-GoogleNet ve destek vektör makinesi kullanılarak beyaz kan hücrelerinin sınıflandırması için bir model geliştirdiler.",background
"Ridoy ve Islam [23] beyaz kan hücresi sınıflandırması için özellik çıkarma ve seçme yöntemini otomatikleştirmek ve sonuçları bu alanda yapılan diğer çalışmalarla incelemek için hafif bir ESA modeli önerdiler.",background
"Özyurt [24] sınıflandırma için özellik çıkarıcı olarak önceden eğitilmiş mimariler, yani AlexNet, VGG-16, GoogleNet ve ResNet'i kullandı.",background
"Böylece çıktı katmanına girdi verileri eklenerek geçmiş katmana ait verilerin ileri katmanlara etkin bir şekilde iletilmesi amaçlanmaktadır [26] .",basis
"Sıkma-Uyarma (SU) bloğu [27] , ağın bilgilendirici özellikleri seçerek öğrenebildiği ve yararsız olanları kaldırabildiği, kanal bazlı bir dikkat mekanizmasıdır.",basis
"Sıkma işleminin amacı, küresel bir alıcı alana sahip olmaktır, böylece ağın alt katmanları da küresel bilgiyi kullanabilir [28] .",basis
"Bu işlemin amacı, her bir özellik kanalının ağırlığını oluşturmak için parametreleri öğrenerek özellik kanalları arasındaki karşılıklı bağımlılığı modellemektir [28] .",basis
"Son olarak, normalleştirilmiş ağırlıklar, ölçek işlemiyle her bir kanal özelliği için yeniden ağırlıklandırılır [29] .",basis
"eğitim ve test [30] .",other
"Bu çalışmada, Kan Hücresi Sayımı ve Tespiti (Blood Cell Count and Detection -BCCD) [30] veri setinden elde edilen kan yayması görüntülerinde beyaz kan hücre türünü sınıflandırmak için derin öğrenme tabanlı bir yöntem önerilmiştir.",basis
"Önerilen yöntemin karışıklık matrisi Şekil 11'de verilmiştir. Şekil",other
"Önerilen yönteme en yakın sonuçlar %99,85 doğruluk, %99,75 kesinlik, duyarlılık ve F1-skoru ile Çınar vd. [22] tarafından önerilen yöntemde elde edilmiştir.",support
"Diğer yöntemlerden önerilen yönteme en yakın sonuçlar sırasıyla %99,5 doğruluk, %99 kesinlik, duyarlılık ve F1-skoruna sahip Nahzat vd. [31] ile %99,12 doğruluk ve kesinlik değeri, %99,10 duyarlılık ve %99,11 F1-skoruna sahip Khan vd. tarafından önerilen yöntemlerdir.",support
"En düşük sınıflandırma doğruluğu %90 doğruluk ve duyarlılık ile %91 kesinlik ve F1-skor değerine sahip Liang vd. [13] tarafından önerilen yöntemde elde edilmiştir.",differ
"Sınıflandırma performansı açısından önerilen yönteme en yakın sonuç Çınar vd. [22] , Nahzat vd.  , Khan vd.   tarafından önerilen yöntemlerde elde edilmişti.",support
", Nahzat vd. [31] , Khan vd.",other
", Nahzat vd.  , Khan vd. [32] tarafından önerilen yöntemlerde elde edilmişti.",other
"Önerilen yöntem ile elde edilen parametre sayısına en yakın 126,000 parametre ile Hosseini vd. [33] ve 133,000 parametre ile Banik vd.",support
"Önerilen yöntemlerin daha iyi anlaşılabilmesi için, Bayes formülüne bağlı aşağıdaki ifade verilsin [13] :",basis
"Denklem (8) , Neumann sınır şartları dikkate alınarak Euler-Lagrange eşitliğine bağlı çözülsün:",other
"Denklem (9) , iteratif yöntem olan bayır inişi yaklaşıma bağlı olarak yeniden düzenlenirse olarak alınmaktadır.",other
"Bu bağlamda girdi imgesindeki gürültünün azaltılması için aşağıdaki denklemler verilebilir [10, : alınmaktadır.",basis
"olarak alınmaktadır [10, .",other
"Standart sapma hesaplamasında [3] 'deki sunulan yöntemde renkli imgeler için aşağıdaki düzenleme yapılmıştır  : Renkli imgelerde ise, renk kanallarının birbirlerinden bağımsız olarak işlenmesi durumunda bazı sorunlar ortaya çıkmaktadır.",basis
